# $Id: steel_magfieldmap.dat,v 1.1 2007/08/24 14:52:43 fisyak Exp $
# $Log: steel_magfieldmap.dat,v $
# Revision 1.1  2007/08/24 14:52:43  fisyak
# Add mag. field map in steel
#
#Magentic field map was calculated by Wuzheng Meng from CAD.
#This calculation was done in the 3D OPERA frame.
#The magnetic steel and coils were in the simulation. 
#z 0-150 cm, phi 0-12 degree,r 222-440cm.
#115 r bin from 222-440cm
#16 z bin  from 0 to 150 cm.
#25 phi bin from 0 to 12 degree. 
#Please note br(phi)=br(phi+12*N),  bphi(phi)=bphi(phi+12*N),  bz(phi)=bz(phi+12*N);
# r     z   phi    bx        bz   by
---------------------------------------------------------< start of table
349    80    1    0.165387    -7.60868    1.3679
349    90    1    -0.0251677    -7.63146    1.65434
349    100    1    -0.264303    -7.60906    1.94556
349    110    1    -0.240103    -7.47775    2.18477
349    120    1    -0.015502    -7.46288    2.38008
349    130    1    0.172438    -7.52888    2.59522
349    140    1    0.0638244    -7.67793    2.88707
349    150    1    -0.122048    -7.67731    3.23859
352    0    1    0    -7.39444    0
352    10    1    0.425429    -7.26917    0.0753931
352    20    1    0.524847    -7.35172    0.214986
352    30    1    0.383262    -7.38276    0.426095
352    40    1    0.00132979    -7.42332    0.660507
352    50    1    -0.111789    -7.40734    0.86702
352    60    1    0.0361102    -7.43655    1.0376
352    70    1    0.171618    -7.45204    1.21308
352    80    1    0.0956203    -7.52051    1.44075
352    90    1    -0.123693    -7.5123    1.71747
352    100    1    -0.38329    -7.53327    2
352    110    1    -0.380459    -7.49736    2.24646
352    120    1    -0.16135    -7.50743    2.46349
352    130    1    0.0119017    -7.51668    2.69786
352    140    1    -0.10761    -7.56975    2.99205
352    150    1    -0.323386    -7.54553    3.33408
355    0    1    0    -7.26202    0
355    10    1    0.226729    -7.19273    0.105428
355    20    1    0.266785    -7.32746    0.257065
355    30    1    0.195435    -7.42203    0.462287
355    40    1    -0.0634264    -7.46383    0.687702
355    50    1    -0.157366    -7.44106    0.897315
355    60    1    -0.0944204    -7.45531    1.08537
355    70    1    -0.0621669    -7.49511    1.27943
355    80    1    -0.14008    -7.58715    1.51184
355    90    1    -0.277431    -7.60167    1.78082
355    100    1    -0.45733    -7.60175    2.05647
355    110    1    -0.488487    -7.54679    2.31018
355    120    1    -0.389187    -7.54205    2.54726
355    130    1    -0.326505    -7.57845    2.79952
355    140    1    -0.436824    -7.65992    3.09659
355    150    1    -0.575629    -7.65682    3.43107
358    0    1    0    -7.293    0
358    10    1    0.111637    -7.23702    0.12246
358    20    1    0.082574    -7.35054    0.276979
358    30    1    -0.0271461    -7.43936    0.469985
358    40    1    -0.311537    -7.46955    0.67881
358    50    1    -0.487745    -7.45324    0.879351
358    60    1    -0.555192    -7.4643    1.06774
358    70    1    -0.667328    -7.5034    1.26197
358    80    1    -0.853127    -7.58316    1.4838
358    90    1    -1.07184    -7.59918    1.73237
358    100    1    -1.33607    -7.59899    1.98765
358    110    1    -1.50217    -7.55538    2.23095
358    120    1    -1.57468    -7.54783    2.46637
358    130    1    -1.68878    -7.58141    2.71496
358    140    1    -1.93461    -7.65124    2.99689
358    150    1    -2.19608    -7.64776    3.30799
361    0    1    0    -7.43559    0
361    10    1    0.0522661    -7.36076    0.129413
361    20    1    -0.0619204    -7.3994    0.279621
361    30    1    -0.300084    -7.4355    0.455347
361    40    1    -0.727046    -7.45268    0.641586
361    50    1    -1.06225    -7.4617    0.823651
361    60    1    -1.29047    -7.4844    0.999237
361    70    1    -1.57385    -7.5051    1.17956
361    80    1    -1.94659    -7.54437    1.37898
361    90    1    -2.37202    -7.54598    1.59728
361    100    1    -2.84684    -7.56396    1.82171
361    110    1    -3.22438    -7.55915    2.04096
361    120    1    -3.50596    -7.56085    2.25805
361    130    1    -3.84568    -7.56909    2.48639
361    140    1    -4.33836    -7.59692    2.73923
361    150    1    -4.87747    -7.57947    3.01461
364    0    1    0    -7.41103    0
364    10    1    -0.117938    -7.35874    0.134427
364    20    1    -0.365084    -7.41429    0.279385
364    30    1    -0.708255    -7.47392    0.438027
364    40    1    -1.2298    -7.49874    0.602271
364    50    1    -1.70539    -7.51379    0.765995
364    60    1    -2.11705    -7.53782    0.928261
364    70    1    -2.5993    -7.56874    1.09407
364    80    1    -3.1506    -7.61576    1.27101
364    90    1    -3.73886    -7.62653    1.4595
364    100    1    -4.38584    -7.64168    1.65346
364    110    1    -4.98007    -7.63663    1.84833
364    120    1    -5.51448    -7.63737    2.04615
364    130    1    -6.11754    -7.65692    2.2534
364    140    1    -6.85225    -7.69625    2.47695
364    150    1    -7.63163    -7.69038    2.71693
365    0    1    0    -7.37159    0
365    10    1    -0.195507    -7.33427    0.135734
365    20    1    -0.496647    -7.41216    0.278749
365    30    1    -0.871675    -7.494    0.431704
365    40    1    -1.41681    -7.5262    0.5887
365    50    1    -1.93591    -7.54101    0.746327
365    60    1    -2.41231    -7.56452    0.904063
365    70    1    -2.96525    -7.6043    1.06493
365    80    1    -3.57437    -7.66257    1.23436
365    90    1    -4.2092    -7.68076    1.41297
365    100    1    -4.90686    -7.69166    1.59682
365    110    1    -5.5742    -7.68019    1.78351
365    120    1    -6.20042    -7.67925    1.97473
365    130    1    -6.89781    -7.70932    2.1748
365    140    1    -7.71248    -7.76224    2.38854
365    150    1    -8.56566    -7.76531    2.61676
366    0    1    0    -7.35356    0
366    10    1    -0.211129    -7.379    0.129387
366    20    1    -0.525229    -7.43353    0.26444
366    30    1    -0.96758    -7.48857    0.40656
366    40    1    -1.49827    -7.52039    0.553225
366    50    1    -2.03891    -7.53625    0.700359
366    60    1    -2.56974    -7.55533    0.847683
366    70    1    -3.12617    -7.59221    0.998696
366    80    1    -3.75117    -7.63521    1.15667
366    90    1    -4.44077    -7.66431    1.32183
366    100    1    -5.15138    -7.66759    1.49258
366    110    1    -5.83837    -7.66035    1.6667
366    120    1    -6.51409    -7.66438    1.84527
366    130    1    -7.2371    -7.69034    2.03242
366    140    1    -8.05996    -7.72205    2.23182
366    150    1    -8.97469    -7.73897    2.44334
367    0    1    0    -7.4223    0
367    10    1    -0.243239    -7.44643    0.118243
367    20    1    -0.580987    -7.49835    0.241723
367    30    1    -1.03653    -7.55131    0.371735
367    40    1    -1.57349    -7.58308    0.505945
367    50    1    -2.12016    -7.60025    0.64058
367    60    1    -2.65856    -7.62066    0.775377
367    70    1    -3.22138    -7.65787    0.913559
367    80    1    -3.84816    -7.70096    1.05815
367    90    1    -4.53548    -7.73128    1.20935
367    100    1    -5.24386    -7.73774    1.36568
367    110    1    -5.93277    -7.73469    1.52506
367    120    1    -6.61374    -7.74248    1.68851
367    130    1    -7.34099    -7.77116    1.85983
367    140    1    -8.16305    -7.80573    2.04241
367    150    1    -9.07297    -7.8271    2.23611
368    0    1    0    -7.49102    0
368    10    1    -0.275359    -7.51383    0.107117
368    20    1    -0.63676    -7.56315    0.219044
368    30    1    -1.1055    -7.61403    0.336969
368    40    1    -1.64873    -7.64574    0.458744
368    50    1    -2.20142    -7.66422    0.580902
368    60    1    -2.74739    -7.68596    0.703193
368    70    1    -3.31661    -7.72351    0.828566
368    80    1    -3.94516    -7.76669    0.959792
368    90    1    -4.63018    -7.79823    1.09706
368    100    1    -5.33634    -7.80787    1.23898
368    110    1    -6.02714    -7.809    1.38367
368    120    1    -6.71337    -7.82055    1.53203
368    130    1    -7.44485    -7.85196    1.68754
368    140    1    -8.26612    -7.88939    1.85332
368    150    1    -9.17121    -7.9152    2.02923
369    0    1    0    -7.55972    0
369    10    1    -0.307488    -7.58121    0.0960108
369    20    1    -0.692549    -7.62792    0.196404
369    30    1    -1.17449    -7.67673    0.302261
369    40    1    -1.72398    -7.70838    0.411624
369    50    1    -2.2827    -7.72818    0.521325
369    60    1    -2.83623    -7.75125    0.631131
369    70    1    -3.41184    -7.78912    0.743718
369    80    1    -4.04216    -7.8324    0.861604
369    90    1    -4.72488    -7.86515    0.984954
369    100    1    -5.4288    -7.87798    1.11251
369    110    1    -6.12151    -7.88328    1.24251
369    120    1    -6.81299    -7.8986    1.3758
369    130    1    -7.5487    -7.93272    1.51554
369    140    1    -8.36915    -7.97301    1.66455
369    150    1    -9.26941    -8.00326    1.82269
370    0    1    0    -7.62839    0
370    10    1    -0.339625    -7.64857    0.0849229
370    20    1    -0.748352    -7.69268    0.173802
370    30    1    -1.24349    -7.7394    0.267612
370    40    1    -1.79925    -7.77099    0.364583
370    50    1    -2.36399    -7.79211    0.461848
370    60    1    -2.92508    -7.81651    0.55919
370    70    1    -3.50708    -7.85471    0.659011
370    80    1    -4.13916    -7.89808    0.76358
370    90    1    -4.81958    -7.93204    0.873041
370    100    1    -5.52126    -7.94806    0.98624
370    110    1    -6.21586    -7.95754    1.10159
370    120    1    -6.91258    -7.97661    1.21984
370    130    1    -7.65252    -8.01346    1.34383
370    140    1    -8.47215    -8.05661    1.47609
370    150    1    -9.36757    -8.09129    1.6165
371    0    1    0    -7.69705    0
371    10    1    -0.371772    -7.71591    0.0738535
371    20    1    -0.80417    -7.75741    0.151238
371    30    1    -1.31251    -7.80205    0.233021
371    40    1    -1.87453    -7.83358    0.317619
371    50    1    -2.44529    -7.85603    0.40247
371    60    1    -3.01395    -7.88175    0.487368
371    70    1    -3.60233    -7.92028    0.574444
371    80    1    -4.23617    -7.96374    0.665718
371    90    1    -4.91427    -7.99891    0.761313
371    100    1    -5.61372    -8.01811    0.860183
371    110    1    -6.3102    -8.03177    0.960904
371    120    1    -7.01216    -8.0546    1.06413
371    130    1    -7.75632    -8.09417    1.1724
371    140    1    -8.57512    -8.14017    1.28795
371    150    1    -9.4657    -8.17929    1.41066
374    0    1    0    -7.90291    0
374    10    1    -0.468264    -7.91782    0.0407537
374    20    1    -0.971711    -7.95148    0.0837655
374    30    1    -1.51967    -7.98986    0.129585
374    40    1    -2.10048    -8.02123    0.177189
374    50    1    -2.68927    -8.04763    0.224916
374    60    1    -3.28061    -8.07733    0.272606
374    70    1    -3.88813    -8.11685    0.321574
374    80    1    -4.52722    -8.16058    0.373093
374    90    1    -5.19835    -8.19937    0.427223
374    100    1    -5.89102    -8.22812    0.483245
374    110    1    -6.59314    -8.25432    0.54022
374    120    1    -7.3108    -8.28841    0.598544
374    130    1    -8.06759    -8.33614    0.659787
374    140    1    -8.88388    -8.39067    0.72535
374    150    1    -9.75986    -8.44309    0.795125
377    0    1    0    -8.10859    0
377    10    1    -0.564833    -8.11955    0.0078129
377    20    1    -1.13938    -8.14536    0.0166173
377    30    1    -1.72697    -8.17748    0.0266455
377    40    1    -2.32656    -8.20868    0.0374333
377    50    1    -2.93337    -8.23904    0.0482149
377    60    1    -3.54736    -8.27273    0.0588743
377    70    1    -4.17401    -8.31323    0.0699164
377    80    1    -4.8183    -8.35722    0.0818702
377    90    1    -5.48241    -8.39962    0.0947344
377    100    1    -6.16826    -8.43792    0.108114
377    110    1    -6.87597    -8.47664    0.121552
377    120    1    -7.60929    -8.522    0.135184
377    130    1    -8.37867    -8.57786    0.149629
377    140    1    -9.19238    -8.64092    0.165445
377    150    1    -10.0537    -8.7066    0.182536
380    0    1    0    -8.30672    0
380    10    1    -0.627622    -8.31487    -0.0142979
380    20    1    -1.2481    -8.33513    -0.0284646
380    30    1    -1.86076    -8.36291    -0.0424832
380    40    1    -2.47153    -8.39425    -0.0564402
380    50    1    -3.08886    -8.42789    -0.0704912
380    60    1    -3.71629    -8.4651    -0.0847201
380    70    1    -4.35395    -8.50726    -0.099169
380    80    1    -5.00002    -8.55269    -0.113812
380    90    1    -5.65777    -8.59921    -0.128693
380    100    1    -6.33726    -8.64618    -0.143984
380    110    1    -7.04658    -8.69603    -0.159814
380    120    1    -7.78792    -8.75198    -0.176222
380    130    1    -8.56307    -8.81663    -0.193233
380    140    1    -9.37229    -8.88923    -0.210862
380    150    1    -10.2208    -8.96834    -0.229193
383    0    1    0    -8.48931    0
383    10    1    -0.619485    -8.49706    -0.0139731
383    20    1    -1.23306    -8.51661    -0.0278336
383    30    1    -1.84028    -8.54408    -0.0415694
383    40    1    -2.44632    -8.5762    -0.0552624
383    50    1    -3.05852    -8.61167    -0.0690527
383    60    1    -3.68016    -8.65143    -0.0830167
383    70    1    -4.31192    -8.69671    -0.0971955
383    80    1    -4.95268    -8.74608    -0.111571
383    90    1    -5.60559    -8.79778    -0.126187
383    100    1    -6.27979    -8.85159    -0.141202
383    110    1    -6.98249    -8.90966    -0.156737
383    120    1    -7.71597    -8.9748    -0.172829
383    130    1    -8.48268    -9.04965    -0.189514
383    140    1    -9.28356    -9.13395    -0.206813
383    150    1    -10.1235    -9.22684    -0.224804
386    0    1    0    -8.6719    0
386    10    1    -0.611401    -8.67927    -0.01365
386    20    1    -1.21814    -8.69812    -0.0272059
386    30    1    -1.81997    -8.72526    -0.0406604
386    40    1    -2.42133    -8.75817    -0.0540909
386    50    1    -3.02845    -8.79547    -0.0676219
386    60    1    -3.64436    -8.83778    -0.0813225
386    70    1    -4.27028    -8.88618    -0.0952328
386    80    1    -4.90579    -8.93948    -0.109342
386    90    1    -5.55391    -8.99638    -0.123694
386    100    1    -6.22288    -9.05703    -0.138436
386    110    1    -6.91903    -9.1233    -0.153677
386    120    1    -7.64471    -9.19764    -0.169455
