STAR Bfield Maps by Foley, Love, & Trentalange 
Full Field in the NORMAL direction: October 1998
57 steps in Z
28 steps in R
   R      Z      Br       Bz 
  24.5 -100.0     0.38  4981.13
  27.0 -100.0     0.27  4981.21
  34.5 -100.0     0.52  4981.13
  37.0 -100.0     0.42  4981.10
  44.5 -100.0     0.70  4981.27
  47.0 -100.0     0.57  4981.27
  59.5 -100.0     1.07  4981.46
  64.5 -100.0     1.02  4981.48
  79.5 -100.0     1.65  4981.81
  84.5 -100.0     1.65  4981.94
  99.5 -100.0     2.45  4982.36
 104.5 -100.0     2.55  4982.52
 119.5 -100.0     3.59  4983.33
 124.5 -100.0     3.80  4983.67
 139.5 -100.0     5.33  4984.84
 144.5 -100.0     5.59  4985.44
 159.5 -100.0     7.80  4987.25
 164.5 -100.0     8.39  4988.33
 179.5 -100.0    11.40  4991.07
 184.5 -100.0    11.99  4992.41
 199.5 -100.0    15.69  4995.99
 202.0 -100.0    15.76  4997.08
 209.5 -100.0    17.76  4999.66
 212.0 -100.0    17.86  5001.08
 219.5 -100.0    18.82  5004.85
 222.0 -100.0    18.00  5007.43
  14.5  -90.0     0.25  4981.00
  17.0  -90.0     0.20  4980.97
  24.5  -90.0     0.40  4980.96
  27.0  -90.0     0.36  4981.01
  34.5  -90.0     0.56  4980.92
  37.0  -90.0     0.52  4980.89
  44.5  -90.0     0.76  4980.98
  47.0  -90.0     0.71  4981.02
  59.5  -90.0     1.15  4981.11
  64.5  -90.0     1.19  4981.14
  79.5  -90.0     1.78  4981.29
  84.5  -90.0     1.88  4981.46
  99.5  -90.0     2.67  4981.66
 104.5  -90.0     2.90  4981.81
 119.5  -90.0     3.97  4982.30
 124.5  -90.0     4.30  4982.63
 139.5  -90.0     5.91  4983.39
 144.5  -90.0     6.36  4983.91
 159.5  -90.0     8.74  4985.12
 164.5  -90.0     9.53  4986.11
 179.5  -90.0    12.90  4988.14
 184.5  -90.0    13.81  4989.34
 199.5  -90.0    18.27  4992.20
 202.0  -90.0    18.68  4993.27
 209.5  -90.0    21.55  4995.77
 212.0  -90.0    22.23  4997.32
 219.5  -90.0    25.20  5001.57
 222.0  -90.0    25.60  5004.75
  14.5  -80.0     0.25  4980.78
  17.0  -80.0     0.28  4980.74
  24.5  -80.0     0.42  4980.71
  27.0  -80.0     0.45  4980.74
  34.5  -80.0     0.60  4980.66
  37.0  -80.0     0.63  4980.60
  44.5  -80.0     0.82  4980.65
  47.0  -80.0     0.86  4980.67
  59.5  -80.0     1.22  4980.73
  64.5  -80.0     1.36  4980.67
  79.5  -80.0     1.91  4980.77
  84.5  -80.0     2.11  4980.81
  99.5  -80.0     2.90  4980.92
 104.5  -80.0     3.24  4980.92
 119.5  -80.0     4.35  4981.22
 124.5  -80.0     4.79  4981.36
 139.5  -80.0     6.50  4981.82
 144.5  -80.0     7.12  4982.09
 159.5  -80.0     9.67  4982.85
 164.5  -80.0    10.66  4983.46
 179.5  -80.0    14.39  4984.86
 184.5  -80.0    15.63  4985.63
 199.5  -80.0    20.86  4987.57
 202.0  -80.0    21.60  4988.29
 209.5  -80.0    25.34  4990.17
 212.0  -80.0    26.61  4991.34
 219.5  -80.0    31.58  4994.44
 222.0  -80.0    33.20  4997.01
  14.5  -70.0     0.30  4980.51
  17.0  -70.0     0.25  4980.49
  24.5  -70.0     0.47  4980.42
  27.0  -70.0     0.44  4980.47
  34.5  -70.0     0.66  4980.34
  37.0  -70.0     0.63  4980.28
  44.5  -70.0     0.89  4980.29
  47.0  -70.0     0.86  4980.33
  59.5  -70.0     1.32  4980.27
  64.5  -70.0     1.38  4980.23
  79.5  -70.0     2.03  4980.13
  84.5  -70.0     2.16  4980.21
  99.5  -70.0     3.06  4980.03
 104.5  -70.0     3.33  4980.04
 119.5  -70.0     4.57  4979.95
 124.5  -70.0     4.97  4980.08
 139.5  -70.0     6.86  4979.98
 144.5  -70.0     7.43  4980.19
 159.5  -70.0    10.22  4980.17
 164.5  -70.0    11.21  4980.71
 179.5  -70.0    15.31  4981.05
 184.5  -70.0    16.64  4981.64
 199.5  -70.0    22.44  4982.03
 202.0  -70.0    23.29  4982.58
 209.5  -70.0    27.51  4983.13
 212.0  -70.0    28.91  4983.89
 219.5  -70.0    34.53  4984.52
 222.0  -70.0    36.43  4986.11
  14.5  -60.0     0.26  4980.21
  17.0  -60.0     0.27  4980.17
  24.5  -60.0     0.44  4980.09
  27.0  -60.0     0.45  4980.13
  34.5  -60.0     0.63  4980.00
  37.0  -60.0     0.63  4979.92
  44.5  -60.0     0.84  4979.91
  47.0  -60.0     0.87  4979.90
  59.5  -60.0     1.27  4979.83
  64.5  -60.0     1.38  4979.70
  79.5  -60.0     1.97  4979.53
  84.5  -60.0     2.15  4979.48
  99.5  -60.0     2.98  4979.18
 104.5  -60.0     3.32  4979.02
 119.5  -60.0     4.48  4978.74
 124.5  -60.0     4.95  4978.62
 139.5  -60.0     6.78  4978.20
 144.5  -60.0     7.43  4978.11
 159.5  -60.0    10.19  4977.56
 164.5  -60.0    11.27  4977.67
 179.5  -60.0    15.40  4977.15
 184.5  -60.0    16.87  4977.19
 199.5  -60.0    22.75  4976.26
 202.0  -60.0    23.68  4976.39
 209.5  -60.0    27.65  4976.01
 212.0  -60.0    28.98  4976.22
 219.5  -60.0    33.51  4975.36
 222.0  -60.0    34.87  4976.02
  14.5  -50.0     0.25  4979.96
  17.0  -50.0     0.23  4979.93
  24.5  -50.0     0.42  4979.85
  27.0  -50.0     0.41  4979.88
  34.5  -50.0     0.60  4979.71
  37.0  -50.0     0.58  4979.64
  44.5  -50.0     0.81  4979.58
  47.0  -50.0     0.79  4979.59
  59.5  -50.0     1.19  4979.43
  64.5  -50.0     1.26  4979.30
  79.5  -50.0     1.86  4978.95
  84.5  -50.0     1.97  4978.92
  99.5  -50.0     2.80  4978.34
 104.5  -50.0     3.08  4978.20
 119.5  -50.0     4.23  4977.53
 124.5  -50.0     4.62  4977.37
 139.5  -50.0     6.40  4976.41
 144.5  -50.0     6.99  4976.21
 159.5  -50.0     9.69  4974.87
 164.5  -50.0    10.68  4974.81
 179.5  -50.0    14.79  4973.17
 184.5  -50.0    16.21  4972.92
 199.5  -50.0    22.03  4970.54
 202.0  -50.0    22.91  4970.50
 209.5  -50.0    26.70  4969.41
 212.0  -50.0    27.80  4969.49
 219.5  -50.0    31.42  4968.45
 222.0  -50.0    32.06  4969.27
  14.5  -40.0     0.23  4979.81
  17.0  -40.0     0.20  4979.77
  24.5  -40.0     0.37  4979.68
  27.0  -40.0     0.34  4979.69
  34.5  -40.0     0.53  4979.52
  37.0  -40.0     0.50  4979.45
  44.5  -40.0     0.70  4979.37
  47.0  -40.0     0.68  4979.34
  59.5  -40.0     1.04  4979.13
  64.5  -40.0     1.09  4978.94
  79.5  -40.0     1.61  4978.55
  84.5  -40.0     1.73  4978.39
  99.5  -40.0     2.45  4977.71
 104.5  -40.0     2.69  4977.41
 119.5  -40.0     3.71  4976.57
 124.5  -40.0     4.07  4976.18
 139.5  -40.0     5.64  4974.91
 144.5  -40.0     6.19  4974.42
 159.5  -40.0     8.61  4972.56
 164.5  -40.0     9.54  4972.06
 179.5  -40.0    13.34  4969.52
 184.5  -40.0    14.76  4968.71
